PLFA_ID,proj_id,submit_proj_name,lab_proj_name,lims_site_id,lims_pedon_id,user_pedon_id,lay_id,natural_key,horizon_designation,lay_depth_to_top,lay_depth_to_bottom,lay_field_label1,lay_field_label2,lay_field_label3,clay_tot_psa,silt_tot_psa,sand_tot_psa,co3_cly,silt_f_psa,silt_c_psa,sand_vf_psa,sand_f_psa,sand_m_psa,sand_c_psa,sand_vc_psa,tex_psda,adod,caco3,ph_cacl2,ph_h2o,CKMnO4,PNitroBGlu,ag_stab,c_tot_ncs,n_tot_ncs,s_tot_ncs,estimated_organic_C,DSP_Pedon,user_site_id
WA-075-SW-CK-2C-BAU9-16-P3-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33415,39701,CK-2C,195761,19N01540,Ap1,5,10,CK-2C-2,BAU9-12,494,21.8,66.6,11.6,NA,29.5,37.1,10.7,0.7,0.1,0.1,0,sil,1.012,NA,4.6,5.5,654.7,133,11,1.72,0.16,0.01,1.7,CK-2C-BAU9,CK-2C
WA-075-SW-CK-2C-BAU9-17P3-10_31-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33415,39701,CK-2C,195762,19N01541,Ap2,10,30,CK-2C-3,BAU9-13,495,23.2,66.4,10.4,NA,25.7,40.7,9.4,0.8,0.1,0.1,0,sil,1.012,NA,4.5,5.1,582.1,96,29,1.57,0.13,0.01,1.6,CK-2C-BAU9,CK-2C
WA-075-SW-CK-2C-BAU9-18P3-31_60-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33415,39701,CK-2C,195763,19N01542,A,30,59,CK-2C-4,BAU9-14,496,24.1,66,9.9,NA,26.3,39.7,9,0.7,0.1,0.1,0,sil,1.013,0,5.1,5.7,510.6,27,17,1.3,0.13,0.01,1.3,CK-2C-BAU9,CK-2C
WA-075-SW-CK-2C-BAU9-19P3-60_83-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33415,39701,CK-2C,195764,19N01543,AB,59,86,CK-2C-5,BAU9-15,497,25.7,63.3,11,NA,26.4,36.9,10.1,0.7,0.1,0.1,0,sil,1.014,0,6.3,6.9,292.4,20,4,0.61,0.08,0,0.6,CK-2C-BAU9,CK-2C
WA-075-SW-JEA-1A-ASP10-1-0_5-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33416,39702,JEA-1A,195765,19N01544,Ap1,0,5,JEA-1A-1,ASP10-1,500,20.5,67.6,11.9,NA,28.4,39.2,11.1,0.8,0,0,0,sil,1.014,NA,4.7,5.5,801.8,92,47,2.13,0.19,0.01,2.1,JEA-1A-ASP10,JEA-1A
WA-075-SW-JEA-1A-ASP10-2-5_10-2018,5274,DSP for Soil Health Washington State University,I2019USWA041,33416,39702,JEA-1A,195766,19N01545,Ap1,5,10,JEA-1A-2,ASP10-2,501,21.3,66.3,12.4,NA,28.2,38.1,11.3,1,0.1,0,0,sil,1.014,NA,4.8,5.5,658.4,53,23,1.53,0.16,0.01,1.5,JEA-1A-ASP10,JEA-1A
WA-075-SW-JEA-1A-ASP10-3-10_33-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33416,39702,JEA-1A,195767,19N01546,Ap2,10,33,JEA-1A-3,ASP10-3,502,21,67.3,11.7,NA,29,38.3,10.6,0.9,0.1,0.1,0,sil,1.015,NA,6.1,6.7,512,32,7,1.08,0.12,0,1.1,JEA-1A-ASP10,JEA-1A
WA-075-SW-JEA-1A-ASP10-4-33_60-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33416,39702,JEA-1A,195768,19N01547,A,33,60,JEA-1A-4,ASP10-4,503,24.6,63.3,12.1,NA,26.6,36.7,11.1,0.9,0.1,0,0,sil,1.018,0,6.7,7.3,220.2,21,9,0.53,0.09,0,0.5,JEA-1A-ASP10,JEA-1A
WA-075-SW-JEA-1A-ASP10-5-60_82-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33416,39702,JEA-1A,195769,19N01548,AB,60,82,JEA-1A-5,ASP10-5,504,26.1,62.1,11.8,NA,25.8,36.3,11.2,0.6,0,0,0,sil,1.02,0,6.9,7.6,220.3,16,3,0.38,0.05,0,0.3,JEA-1A-ASP10,JEA-1A
WA-075-SW-JEA-1B-ASP10-8-0_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33417,39703,JEA-1B,195770,19N01549,Ap1,0,5,JEA-1B-1,ASP10-6,507,21.4,66.2,12.4,NA,27.8,38.4,11.3,1,0.1,0,0,sil,1.015,NA,6.2,6.8,729.5,144,14,1.5,0.14,0,1.5,JEA-1B-ASP10,JEA-1B
WA-075-SW-JEA-1B-ASP10-9-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33417,39703,JEA-1B,195771,19N01550,Ap1,5,10,JEA-1B-2,ASP10-7,508,20.9,66.8,12.3,NA,28.2,38.6,11.2,1,0.1,0,0,sil,1.016,NA,6.4,7,584.5,94,10,7.02,0.63,0.02,7,JEA-1B-ASP10,JEA-1B
WA-075-SW-JEA-1B-ASP10-10-10_33-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33417,39703,JEA-1B,195772,19N01551,Ap2,10,32,JEA-1B-3,ASP10-8,509,19.7,66.7,13.6,NA,28.6,38.1,12.4,1,0.2,0,0,sil,1.016,1,7.6,8,366,32,11,0.93,0.11,0,0.8,JEA-1B-ASP10,JEA-1B
WA-075-SW-JEA-1B-ASP10-11-33_60-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33417,39703,JEA-1B,195773,19N01552,A,32,55,JEA-1B-4,ASP10-9,510,25.1,63.3,11.6,NA,26.7,36.6,11,0.6,0,0,0,sil,1.019,0,7.3,7.9,220,26,14,0.46,0.08,0,0.5,JEA-1B-ASP10,JEA-1B
WA-075-SW-JEA-1B-ASP10-12-60_82-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33417,39703,JEA-1B,195774,19N01553,AB,55,84,JEA-1B-5,ASP10-10,511,22.2,63.2,14.6,NA,26,37.2,12.9,1,0.4,0.2,0.1,sil,1.018,0,7.2,7.9,73.1,13,5,0.2,0.04,0,0.2,JEA-1B-ASP10,JEA-1B
WA-075-SW-JEA-1C-ASP10-15-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33418,39704,JEA-1C,195775,19N01554,Ap1,0,5,JEA-1C-1,ASP10-11,514,17,68,15,NA,31.6,36.4,12.7,2.1,0.2,0,0,sil,1.013,NA,5.1,5.9,802.1,145,21,2.13,0.19,0.01,2.1,JEA-1C-ASP10,JEA-1C
WA-075-SW-JEA-1C-ASP10-16-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33418,39704,JEA-1C,195776,19N01555,Ap1,5,10,JEA-1C-2,ASP10-12,515,20.6,65.7,13.7,NA,28.3,37.4,12.4,1.1,0.1,0,0.1,sil,1.016,NA,6.3,6.9,511.6,77,15,1.07,0.12,0,1.1,JEA-1C-ASP10,JEA-1C
WA-075-SW-JEA-1C-ASP10-17-10_27-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33418,39704,JEA-1C,195777,19N01556,Ap2,10,27,JEA-1C-3,ASP10-13,516,20,67,13,NA,27.3,39.7,12.2,0.7,0.1,0,0,sil,1.017,0,7.2,7.8,292.8,56,7,0.61,0.09,0,0.6,JEA-1C-ASP10,JEA-1C
WA-075-SW-JEA-1C-ASP10-18-27_51-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33418,39704,JEA-1C,195778,19N01557,A,27,51,JEA-1C-4,ASP10-14,517,18.9,65.2,15.9,NA,28.1,37.1,13.7,1.5,0.5,0.1,0.1,sil,1.017,0,7.3,7.9,146.2,17,5,0.33,0.01,0,0.4,JEA-1C-ASP10,JEA-1C
WA-075-SW-JEA-1C-ASP10-19-51_78-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33418,39704,JEA-1C,195779,19N01558,AB,51,78,JEA-1C-5,ASP10-15,518,21.3,62.7,16,0.4,22.6,40.1,15,0.7,0.2,0.1,0,sil,1.019,0,7.1,7.7,0,2,2,0.1,0.03,0,0.1,JEA-1C-ASP10,JEA-1C
WA-075-SW-LYM-1A-BAU8-1-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33419,39705,LYM-1A,195780,19N01559,Ap1,0,5,LYM-1A-1,BAU8-1,521,17.1,67.9,15,NA,31.7,36.2,12.9,1.9,0.1,0.1,0,sil,1.013,NA,5.2,5.9,803.6,140,26,2.18,0.19,0.01,2.2,LYM-1A-BAU8,LYM-1A
WA-075-SW-LYM-1A-BAU8-2-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33419,39705,LYM-1A,195781,19N01560,Ap1,5,10,LYM-1A-2,BAU8-2,522,16.6,67.2,16.2,NA,32.9,34.3,14.1,1.9,0.1,0.1,0,sil,1.016,NA,5.1,5.9,731.8,77,25,2.04,0.2,0.01,2,LYM-1A-BAU8,LYM-1A
WA-075-SW-LYM-1A-BAU8-3-10_29-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33419,39705,LYM-1A,195782,19N01561,Ap2,10,29,LYM-1A-3,BAU8-3,523,14.9,70.1,15,NA,34.1,36,13,1.8,0.2,0,0,sil,1.018,NA,6,6.7,732,25,38,2.51,0.19,0.01,2.5,LYM-1A-BAU8,LYM-1A
WA-075-SW-LYM-1A-BAU8-4-29_79-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33419,39705,LYM-1A,195783,19N01562,A,29,79,LYM-1A-4,BAU8-4,524,14.7,70.9,14.4,NA,34.3,36.6,12.7,1.6,0.1,0,0,sil,1.019,NA,6.1,6.8,844.6,27,18,2.53,0.22,0.02,2.5,LYM-1A-BAU8,LYM-1A
WA-075-SW-LYM-1B-BAU8-7-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33420,39706,LYM-1B,195785,19N01563,Ap1,0,5,LYM-1B-1,BAU8-6,527,17.1,67,15.9,NA,32.2,34.8,14,1.8,0.1,0,0,sil,1.016,NA,5,5.8,805,103,23,2.14,0.21,0.02,2.1,LYM-1B-BAU8,LYM-1B
WA-075-SW-LYM-1B-BAU8-8-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33420,39706,LYM-1B,195786,19N01564,Ap1,5,10,LYM-1B-2,BAU8-7,528,16.9,67.2,15.9,NA,33.4,33.8,12.9,2.6,0.2,0.1,0.1,sil,1.015,NA,5,5.7,804.9,141,13,2.08,0.2,0.01,2.1,LYM-1B-BAU8,LYM-1B
WA-075-SW-LYM-1B-BAU8-9-10_26-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33420,39706,LYM-1B,195787,19N01565,Ap2,10,26,LYM-1B-3,BAU8-8,529,17.6,67.7,14.7,NA,32.6,35.1,12.3,2.1,0.3,0,0,sil,1.016,NA,5.3,6,732.7,134,22,2.11,0.2,0.01,2.1,LYM-1B-BAU8,LYM-1B
WA-075-SW-LYM-1B-BAU8-10-26_56-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33420,39706,LYM-1B,195788,19N01566,A1,26,56,LYM-1B-4,BAU8-9,530,17.9,66.9,15.2,NA,32.2,34.7,12.7,2,0.4,0,0.1,sil,1.017,NA,5.4,6.1,730.6,50,21,1.95,0.19,0.01,2,LYM-1B-BAU8,LYM-1B
WA-075-SW-LYM-1B-BAU8-11-56_77-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33420,39706,LYM-1B,195789,19N01567,A2,56,77,LYM-1B-5,BAU8-10,531,15.2,70,14.8,NA,36.2,33.8,13.1,1.6,0.1,0,0,sil,1.023,NA,6.6,7.2,908.3,32,49,3.21,0.27,0.03,3.2,LYM-1B-BAU8,LYM-1B
WA-075-SW-LYM-1C-BAU8-14-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33421,39707,LYM-1C,195791,19N01568,Ap1,0,5,LYM-1C-1,BAU8-12,534,19.4,68,12.6,NA,30.7,37.3,10.7,1.7,0.1,0.1,0,sil,1.015,0,5.2,5.9,803.3,198,23,2.25,0.22,0.01,2.2,LYM-1C-BAU8,LYM-1C
WA-075-SW-LYM-1C-BAU8-15-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33421,39707,LYM-1C,195792,19N01569,Ap1,5,10,LYM-1C-2,BAU8-13,535,19.5,69,11.5,NA,32.1,36.9,10,1.4,0.1,0,0,sil,1.016,NA,5,5.7,806.7,146,22,2.23,0.2,0.01,2.2,LYM-1C-BAU8,LYM-1C
WA-075-SW-LYM-1C-BAU8-16-10_24-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33421,39707,LYM-1C,195793,19N01570,Ap2,10,24,LYM-1C-3,BAU8-14,536,22.1,66.1,11.8,NA,30.7,35.4,10.3,1.3,0.2,0,0,sil,1.017,0,5.1,6,733.2,84,14,2,0.17,0.01,2,LYM-1C-BAU8,LYM-1C
WA-075-SW-LYM-1C-BAU8-17-24_62-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33421,39707,LYM-1C,195794,19N01571,A1,24,62,LYM-1C-4,BAU8-15,537,23.7,65.7,10.6,NA,30.1,35.6,9.3,1.1,0.1,0.1,0,sil,1.018,0,5.9,6.5,587.3,43,18,1.99,0.18,0.01,2,LYM-1C-BAU8,LYM-1C
WA-075-SW-LYM-1C-BAU8-18-62_85-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33421,39707,LYM-1C,195795,19N01572,A2,62,85,LYM-1C-5,BAU8-16,538,21.7,68,10.3,NA,32.2,35.8,9.2,1,0.1,0,0,sil,1.019,0,6.2,6.9,586,27,43,1.65,0.16,0.01,1.6,LYM-1C-BAU8,LYM-1C
WA-075-SW-PCFS3-2A-PGL9-1-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33422,39708,PCFS3-2A,195797,19N01573,Ap1,0,5,PCFS3-2A-1,PGL9-1,541,20.6,68.6,10.8,NA,30.5,38.1,9.6,0.8,0.2,0.1,0.1,sil,1.016,0,5,5.7,877.7,166,19,2.33,0.21,0.01,2.3,PCFS3-2A-PGL9,PCFS3-2A
WA-075-SW-PCFS3-2A-PGL9-2-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33422,39708,PCFS3-2A,195798,19N01574,Ap1,5,10,PCFS3-2A-2,PGL9-2,542,22.2,67.2,10.6,NA,29.1,38.1,9.6,0.8,0.1,0.1,0,sil,1.015,0,4.9,5.5,731.5,98,27,1.79,0.17,0.01,1.8,PCFS3-2A-PGL9,PCFS3-2A
WA-075-SW-PCFS3-2A-PGL9-3-10_20-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33422,39708,PCFS3-2A,195799,19N01575,Ap2,10,20,PCFS3-2A-3,PGL9-3,543,24,65.2,10.8,NA,28.3,36.9,9.4,0.8,0.4,0.2,0,sil,1.016,0,5,5.8,584.1,43,26,1.21,0.11,0.01,1.2,PCFS3-2A-PGL9,PCFS3-2A
WA-075-SW-PCFS3-2A-PGL9-4-20_41-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33422,39708,PCFS3-2A,195800,19N01576,A,20,41,PCFS3-2A-4,PGL9-4,544,25.1,62.8,12.1,0,25.7,37.1,10.6,0.9,0.3,0.2,0.1,sil,1.021,0,5.8,6.5,294.1,20,16,0.49,0.08,0,0.5,PCFS3-2A-PGL9,PCFS3-2A
WA-075-SW-PCFS3-2A-PGL9-5-41_64-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33422,39708,PCFS3-2A,195801,19N01577,BA,41,64,PCFS3-2A-5,PGL9-5,545,25.6,62,12.4,0,26.3,35.7,11,0.9,0.4,0.1,0,sil,1.022,0,5.9,6.6,147,17,9,0.42,0.07,0.08,0.4,PCFS3-2A-PGL9,PCFS3-2A
WA-075-SW-PCFS3-2B-PGL9-8-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33423,39709,PCFS3-2B,195802,19N01578,Ap1,0,5,PCFS3-2B-1,PGL9-6,548,20.4,68.5,11.1,NA,30.8,37.7,9.9,0.9,0.1,0.2,0,sil,1.015,0,5,5.7,1023.1,290,39,2.9,0.24,0.05,2.9,PCFS3-2B-PGL9,PCFS3-2B
WA-075-SW-PCFS3-2B-PGL9-9-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33423,39709,PCFS3-2B,195803,19N01579,Ap1,5,10,PCFS3-2B-2,PGL9-7,549,21.1,67.2,11.7,NA,30.2,37,10.2,1,0.3,0.2,0,sil,1.016,0,4.9,5.6,805.9,135,39,2.02,0.2,0.04,2,PCFS3-2B-PGL9,PCFS3-2B
WA-075-SW-PCFS3-2BPGL9-10-10_22-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33423,39709,PCFS3-2B,195804,19N01580,Ap2,10,22,PCFS3-2B-3,PGL9-8,550,22.5,66.9,10.6,NA,29.2,37.7,9.2,1,0.3,0.1,0,sil,1.016,0,5,5.8,584.7,47,32,1.44,0.15,0.03,1.4,PCFS3-2B-PGL9,PCFS3-2B
WA-075-SW-PCFS32BPGL9-11-22_45-18R,5274,DSP for Soil Health Washington State University,I2019USWA041,33423,39709,PCFS3-2B,195805,19N01581,A,22,45,PCFS3-2B-4,PGL9-9,551,23,64,13,0,27.9,36.1,11,0.9,0.6,0.3,0.2,sil,1.016,0,5.6,6.4,365.6,25,22,0.91,0.13,0.02,0.9,PCFS3-2B-PGL9,PCFS3-2B
WA-075-SW-PCFS3-2BPGL9-12-45_67-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33423,39709,PCFS3-2B,195806,19N01582,BA,45,67,PCFS3-2B-5,PGL9-10,552,25.8,61.9,12.3,NA,26.1,35.8,11.1,0.8,0.2,0.1,0.1,sil,1.018,0,5.9,6.6,220.4,17,14,0.55,0.09,0.02,0.5,PCFS3-2B-PGL9,PCFS3-2B
WA-075-SW-PCFS3-2C-PGL9-15-0_5-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33424,39710,PCFS3-2C,195807,19N01583,Ap1,0,5,PCFS3-2C-1,PGL9-11,555,20.4,67.9,11.7,NA,31.2,36.7,9.8,1,0.5,0.2,0.2,sil,1.016,0,5,5.7,880.4,269,34,2.86,0.26,0.03,2.9,PCFS3-2C-PGL9,PCFS3-2C
WA-075-SW-PCFS3-2C-PGL9-16-5_10-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33424,39710,PCFS3-2C,195808,19N01584,Ap1,5,10,PCFS3-2C-2,PGL9-12,556,20.8,68.3,10.9,NA,31.8,36.5,9.6,0.8,0.2,0.2,0.1,sil,1.015,0,5,5.7,730.7,148,43,2.08,0.21,0.03,2.1,PCFS3-2C-PGL9,PCFS3-2C
WA-075-SW-PCFS3-2C-PGL9-17-10_23-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33424,39710,PCFS3-2C,195809,19N01585,Ap2,10,23,PCFS3-2C-3,PGL9-13,557,23.3,66,10.7,NA,30.2,35.8,9.4,0.7,0.3,0.2,0.1,sil,1.016,0,5.1,5.9,657.9,65,41,1.67,0.16,0.02,1.7,PCFS3-2C-PGL9,PCFS3-2C
WA-075-SW-PCFS3-2CPGL9-18-23_42-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33424,39710,PCFS3-2C,195810,19N01586,A,23,42,PCFS3-2C-4,PGL9-14,558,23.4,65.3,11.3,NA,30.7,34.6,10,0.9,0.2,0.2,0,sil,1.017,NA,5.5,6.3,586.8,51,61,1.66,0.18,0.02,1.7,PCFS3-2C-PGL9,PCFS3-2C
WA-075-SW-PCFS3-2CPGL9-19-42_65-18,5274,DSP for Soil Health Washington State University,I2019USWA041,33424,39710,PCFS3-2C,195811,19N01587,BA,42,65,PCFS3-2C-5,PGL9-15,559,20.1,67.6,12.3,NA,31.2,36.4,10.4,1.4,0.5,0,0,sil,1.017,NA,5.9,6.6,439.5,15,51,1.17,0.15,0.02,1.2,PCFS3-2C-PGL9,PCFS3-2C
KS-179-SW-104-1-0_5-2018,5290,DSP for Soil Health KSU,I2019USKS057,33538,39816,S2018KS179104,196826,19N02511,Ap,0,5,S2018KS179104-1,NA,NA,17.5,62.7,19.8,NA,21.3,41.4,18.7,0.8,0.2,0.1,0,sil,1.029,NA,4.4,5,740.8,71,13,1.99,0.23,0.02,2,S2018KS179104,S2018KS179104
KS-179-SW-104-2-5_10-2018,5290,DSP for Soil Health KSU,I2019USKS057,33538,39816,S2018KS179104,196827,19N02512,Ap,5,10,S2018KS179104-2,NA,NA,19.9,67.3,12.8,NA,19.9,47.4,12.1,0.4,0.2,0.1,0,sil,1.03,NA,4.7,5.4,444.2,33,4,1.05,0.15,0.02,1.1,S2018KS179104,S2018KS179104
KS-179-SW-104-3-10_18-2018,5290,DSP for Soil Health KSU,I2019USKS057,33538,39816,S2018KS179104,196828,19N02513,A,10,18,S2018KS179104-3,NA,NA,30,57.6,12.4,NA,16.2,41.4,11.9,0.3,0.1,0,0.1,sicl,1.045,NA,6,6.5,300.8,18,6,0.91,0.15,0.02,0.9,S2018KS179104,S2018KS179104
KS-179-SW-104-4-18_27-2018,5290,DSP for Soil Health KSU,I2019USKS057,33538,39816,S2018KS179104,196829,19N02514,Bt1,18,27,S2018KS179104-4,NA,NA,36.7,53.3,10,NA,15.5,37.8,9.8,0.2,0,0,0,sicl,1.054,NA,6.6,7.1,75.8,2,NA,0.61,0.12,0.01,0.6,S2018KS179104,S2018KS179104
KS-179-SW-104-5-27_37-2018,5290,DSP for Soil Health KSU,I2019USKS057,33538,39816,S2018KS179104,196830,19N02515,Bt2,27,37,S2018KS179104-5,NA,NA,31.9,56.6,11.5,NA,19.5,37.1,10.9,0.4,0.1,0.1,0,sicl,1.053,NA,7.3,7.7,75.7,63,NA,0.59,0.14,0.01,0.6,S2018KS179104,S2018KS179104
KS-179-SW-104-6-37_59-2018,5290,DSP for Soil Health KSU,I2019USKS057,33538,39816,S2018KS179104,196831,19N02516,Btk,37,59,S2018KS179104-6,NA,NA,24.4,64.1,11.5,2.9,24.6,39.5,11.1,0.3,0.1,0,0,sil,1.045,9,7.7,8.1,-75.2,8,NA,1.59,0.13,0.02,0.5,S2018KS179104,S2018KS179104
KS-179-SW-104-7-59_100-2018,5290,DSP for Soil Health KSU,I2019USKS057,33538,39816,S2018KS179104,196832,19N02517,Bk,59,100,S2018KS179104-7,NA,NA,20.3,65.3,14.4,2.1,25.9,39.4,13.7,0.5,0.1,0.1,0,sil,1.043,8,7.8,8.3,-74.9,3,NA,1.29,0.09,0.02,0.3,S2018KS179104,S2018KS179104
KS-179-SW-105-1-0_10-2018,5290,DSP for Soil Health KSU,I2019USKS057,33539,39817,S2018KS179105,196833,19N02518,Ap1,0,5,S2018KS179105-1,NA,NA,18.8,67,14.2,NA,20,47,13.7,0.4,0.1,0,0,sil,1.029,NA,4.3,4.8,741.8,47,12,1.74,0.22,0.02,1.7,S2018KS179105,S2018KS179105
KS-179-SW-105-2-5_10-2018,5290,DSP for Soil Health KSU,I2019USKS057,33539,39817,S2018KS179105,196834,19N02519,Ap1,5,10,S2018KS179105-2,NA,NA,19.6,64.6,15.8,NA,20.5,44.1,15.1,0.5,0.2,0,0,sil,1.029,NA,4.6,5.2,370.3,29,4,1.04,0.15,0.02,1,S2018KS179105,S2018KS179105
KS-179-SW-105-3-10_18-2018,5290,DSP for Soil Health KSU,I2019USKS057,33539,39817,S2018KS179105,196835,19N02520,Ap2,10,18,S2018KS179105-3,NA,NA,28.8,59.5,11.7,NA,15.9,43.6,11.1,0.4,0.1,0.1,0,sicl,1.041,NA,5.8,6.4,224.6,15,7,0.86,0.15,0.02,0.9,S2018KS179105,S2018KS179105
KS-179-SW-105-4-18_32-2018,5290,DSP for Soil Health KSU,I2019USKS057,33539,39817,S2018KS179105,196836,19N02521,Bt1,18,32,S2018KS179105-4,NA,NA,34.4,52.9,12.7,NA,16.2,36.7,12.4,0.2,0.1,0,0,sicl,1.051,0,6.6,7.1,151.4,6,NA,0.63,0.14,0.01,0.6,S2018KS179105,S2018KS179105
KS-179-SW-105-5-32_45-2018,5290,DSP for Soil Health KSU,I2019USKS057,33539,39817,S2018KS179105,196837,19N02522,Bt2,32,45,S2018KS179105-5,NA,NA,34.4,52.6,13,NA,18.8,33.8,12.6,0.3,0.1,0,0,sicl,1.055,NA,6.8,7.5,76,16,NA,0.57,0.12,0.02,0.6,S2018KS179105,S2018KS179105
KS-179-SW-105-6-45_66-2018,5290,DSP for Soil Health KSU,I2019USKS057,33539,39817,S2018KS179105,196838,19N02523,Btk,45,66,S2018KS179105-6,NA,NA,25.1,59.7,15.2,1.8,24.6,35.1,14.7,0.4,0.1,0,0,sil,1.047,7,7.6,8.2,0,6,NA,1.19,0.09,0.02,0.4,S2018KS179105,S2018KS179105
KS-179-SW-105-7-66_100-2018,5290,DSP for Soil Health KSU,I2019USKS057,33539,39817,S2018KS179105,196839,19N02524,Bk,66,100,S2018KS179105-7,NA,NA,20,65.3,14.7,1.8,22.4,42.9,14.2,0.4,0.1,0,0,sil,1.04,8,7.7,8.5,0,4,NA,1.24,0.09,0.02,0.3,S2018KS179105,S2018KS179105
KS-179-SW-106-1-0_5-2018,5290,DSP for Soil Health KSU,I2019USKS057,33540,39818,S2018KS179106,196840,19N02525,Ap1,0,5,S2018KS179106-1,NA,NA,21,64.2,14.8,NA,24,40.2,14.2,0.3,0.2,0.1,0,sil,1.03,NA,4.3,5.9,519.4,75,7,1.83,0.22,0.02,1.8,S2018KS179106,S2018KS179106
KS-179-SW-106-2-5_10-2018,5290,DSP for Soil Health KSU,I2019USKS057,33540,39818,S2018KS179106,196841,19N02526,Ap1,5,10,S2018KS179106-2,NA,NA,24,63.8,12.2,NA,21.8,42,11.6,0.4,0.2,0,0,sil,1.031,NA,4.7,5.8,297,36,4,1.17,0.18,0.02,1.2,S2018KS179106,S2018KS179106
KS-179-SW-106-3-10_18-2018,5290,DSP for Soil Health KSU,I2019USKS057,33540,39818,S2018KS179106,196842,19N02527,Ap2,10,18,S2018KS179106-3,NA,NA,29.5,60.2,10.3,NA,20.5,39.7,9.9,0.2,0.2,0,0,sicl,1.039,NA,5.8,6.7,149.8,39,11,1.16,0.17,0.02,1.2,S2018KS179106,S2018KS179106
KS-179-SW-106-4-18_46-2018,5290,DSP for Soil Health KSU,I2019USKS057,33540,39818,S2018KS179106,196843,19N02528,Bt1,18,46,S2018KS179106-4,NA,NA,29.5,57.7,12.8,NA,17.4,40.3,12.2,0.5,0.1,0,0,sicl,1.045,NA,6.4,7.3,0,13,NA,0.79,0.11,0.01,0.8,S2018KS179106,S2018KS179106
KS-179-SW-106-5-46_77-2018,5290,DSP for Soil Health KSU,I2019USKS057,33540,39818,S2018KS179106,196844,19N02529,Bt2,46,77,S2018KS179106-5,NA,NA,28.3,61.8,9.9,NA,20.1,41.7,9.7,0.2,0,0,0,sicl,1.049,NA,7.2,8.1,0,7,NA,0.58,0.1,0.01,0.6,S2018KS179106,S2018KS179106
KS-179-SW-106-6-77_95-2018,5290,DSP for Soil Health KSU,I2019USKS057,33540,39818,S2018KS179106,196845,19N02530,Btk,77,95,S2018KS179106-6,NA,NA,24.8,62.7,12.5,2.1,23.8,38.9,11.9,0.5,0,0.1,0,sil,1.047,6,7.9,8.2,0,5,NA,1.16,0.08,0.01,0.4,S2018KS179106,S2018KS179106
KS-179-SW-106-7-95_100-2018,5290,DSP for Soil Health KSU,I2019USKS057,33540,39818,S2018KS179106,196846,19N02531,Bk,95,100,S2018KS179106-7,NA,NA,21.7,66.5,11.8,2.1,24.7,41.8,11.4,0.3,0.1,0,0,sil,1.042,7,8,8.4,0,3,NA,1.18,0.09,0.01,0.3,S2018KS179106,S2018KS179106
